run_1,run_2,n_shared_params,shared_params,gaussian_nsigma,gaussian_pvalue,gaussian_Q,gaussian_dof,kde_nsigma,kde_p_enclosed,lnB,lnB_err,lnB_label,lnB_favours
Plots/combo/drilling_all_mass_linear_interaction_gammaalpha_results.pkl,Plots/combo/drilling_01_mass_linear_interaction_gammaalpha_results.pkl,5,alpha|beta|gamma|Om0|gamma_alpha,0.656,0.5115718341796598,4.268,5,0.718,0.52725,-201.258,0.081,strong,run_2
